Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,TV,Notes
814,14,Nov 29 2014,3:30 PM,Sat,(14) Wisconsin,34,,(22) Minnesota,24,Big Ten Network,
815,15,Dec 4 2014,7:30 PM,Thu,Central Florida,32,@,East Carolina,30,ESPN,
816,15,Dec 5 2014,7:00 PM,Fri,Northern Illinois,51,,Bowling Green State,17,ESPN 2,Mid-American Championship - Ford Field - Detroit MI
817,15,Dec 5 2014,7:00 PM,Fri,Northern Illinois,51,,Bowling Green State,17,,Ford Field - Detroit Michigan
818,15,Dec 5 2014,9:00 PM,Fri,(3) Oregon,51,,(8) Arizona,13,FOX,Pac-12 Championship - Levi`s Stadium - Santa Clara CA
819,15,Dec 6 2014,4:00 PM,Sat,(1) Alabama,42,,(14) Missouri,13,CBS,SEC Championship - Georgia Dome - Atlanta GA
820,15,Dec 6 2014,7:45 PM,Sat,(5) Baylor,38,,(9) Kansas State,27,ESPN,
821,15,Dec 6 2014,10:00 PM,Sat,(22) Boise State,28,,Fresno State,14,CBS,Mountain West Conference Championship
822,15,Dec 6 2014,12:00 PM,Sat,Cincinnati,38,,Houston,31,ESPN,Paul Brown Stadium - Cincinnati OH
823,15,Dec 6 2014,8:00 PM,Sat,(2) Florida State,37,,(12) Georgia Tech,35,ABC,ACC Championship - Bank of America Stadium - Charlotte NC
824,15,Dec 6 2014,12:00 PM,Sat,Marshall,26,,Louisiana Tech,23,ESPN 2,Conference USA Championship
825,15,Dec 6 2014,8:17 PM,Sat,(6) Ohio State,59,,(11) Wisconsin,0,FOX,Big Ten Championship - Lucas Oil Stadium - Indianapolis IN
826,15,Dec 6 2014,3:30 PM,Sat,Oklahoma State,38,@,(18) Oklahoma,35,FS1,
827,15,Dec 6 2014,12:00 PM,Sat,Southern Methodist,27,@,Connecticut,20,CBSSN,
828,15,Dec 6 2014,7:30 PM,Sat,Temple,10,@,Tulane,3,ESPN 2,
829,15,Dec 6 2014,12:00 PM,Sat,(4) Texas Christian,55,,Iowa State,3,ABC,
830,16,Dec 13 2014,3:00 PM,Sat,Navy,17,,Army,10,CBS,M&T Bank Stadium - Baltimore MD
831,17,Dec 20 2014,5:45 PM,Sat,Air Force,38,,Western Michigan,24,ESPN,Famous Idaho Potato Bowl (Boise ID)
832,17,Dec 20 2014,9:15 PM,Sat,Bowling Green State,33,,South Alabama,28,ESPN,Camellia Bowl (Montgomery AL)
833,17,Dec 20 2014,11:00 AM,Sat,Louisiana,16,,Nevada,3,ESPN,New Orleans Bowl (New Orleans LA)
834,17,Dec 20 2014,3:30 PM,Sat,(23) Utah,45,,Colorado State,10,ABC,Las Vegas Bowl (Las Vegas NV)
835,17,Dec 20 2014,2:20 PM,Sat,Utah State,21,,Texas-El Paso,6,ESPN,New Mexico Bowl (Albuquerque NM)
836,17,Dec 22 2014,2:00 PM,Mon,Memphis,55,,Brigham Young,48,ESPN,Miami Beach Bowl (Miami FL)
837,18,Dec 23 2014,6:00 PM,Tue,Marshall,52,,Northern Illinois,23,ESPN,Boca Raton Bowl (Boca Raton FL)
838,18,Dec 23 2014,9:30 PM,Tue,Navy,17,,San Diego State,16,ESPN,Poinsettia Bowl (San Diego CA)
839,18,Dec 24 2014,8:00 PM,Wed,Rice,30,,Fresno State,6,ESPN,Hawaii Bowl (Honolulu HI)
840,18,Dec 24 2014,12:00 PM,Wed,Western Kentucky,49,,Central Michigan,48,ESPN,Popeyes Bahamas Bowl (Nassau Bahamas)
841,18,Dec 26 2014,1:00 PM,Fri,Louisiana Tech,35,,Illinois,18,ESPN,Heart of Dallas Bowl (Dallas TX)
842,18,Dec 26 2014,8:00 PM,Fri,North Carolina State,34,,Central Florida,27,ESPN,St. Petersburg Bowl (St. Petersburg FL)
843,18,Dec 26 2014,4:30 PM,Fri,Rutgers,40,,North Carolina,21,ESPN,Quick Lane Bowl (Detroit MI)
844,18,Dec 27 2014,2:10 PM,Sat,(15) Arizona State,36,,Duke,31,CBS,Sun Bowl (El Paso TX)
845,18,Dec 27 2014,4:30 PM,Sat,Penn State,31,,Boston College,30,ESPN,Pinstripe Bowl (Bronx New York)
846,18,Dec 27 2014,3:30 PM,Sat,South Carolina,24,,Miami (FL),21,ABC,Independence Bowl (Shreveport LA)
847,18,Dec 27 2014,8:00 PM,Sat,(24) Southern California,45,,(25) Nebraska,42,ESPN,Holiday Bowl (San Diego CA)
848,18,Dec 27 2014,1:00 PM,Sat,Virginia Tech,33,,Cincinnati,17,ESPN,Military Bowl (Annapolis MD)
849,19,Dec 29 2014,9:00 PM,Mon,Arkansas,31,,Texas,7,ESPN,Texas Bowl (Houston TX)
850,19,Dec 29 2014,5:30 PM,Mon,(18) Clemson,40,,Oklahoma,6,ESPN,Russell Athletic Bowl (Orlando FL)
851,19,Dec 29 2014,2:00 PM,Mon,Texas A&M,45,,West Virginia,37,ESPN,Liberty Bowl (Memphis TN)
852,20,Dec 30 2014,6:45 PM,Tue,(13) Georgia,37,,(20) Louisville,14,ESPN,Belk Bowl (Charlotte NC)
853,20,Dec 30 2014,3:00 PM,Tue,Notre Dame,31,,(22) Louisiana State,28,ESPN,Music City Bowl (Nashville TN)
854,20,Dec 30 2014,10:00 PM,Tue,Stanford,45,,Maryland,21,ESPN,Foster Farms Bowl (Santa Clara CA)
855,20,Dec 31 2014,4:00 PM,Wed,(21) Boise State,38,,(12) Arizona,30,ESPN,Fiesta Bowl (Glendale AZ)
856,20,Dec 31 2014,8:00 PM,Wed,(10) Georgia Tech,49,,(8) Mississippi State,34,ESPN,Orange Bowl (Miami Gardens FL)
857,20,Dec 31 2014,12:30 PM,Wed,(6) Texas Christian,42,,(9) Mississippi,3,ESPN,Peach Bowl (Atlanta GA)
858,20,Jan 1 2015,12:30 PM,Thu,(7) Michigan State,42,,(4) Baylor,41,ESPN,Cotton Bowl (Arlington TX)
859,20,Jan 1 2015,1:00 PM,Thu,(16) Missouri,33,,Minnesota,17,ABC,Citrus Bowl (Orlando FL)
860,20,Jan 1 2015,9:00 PM,Thu,(5) Ohio State,42,,(1) Alabama,35,ESPN,Sugar Bowl (New Orleans LA)
861,20,Jan 1 2015,5:00 PM,Thu,(3) Oregon,59,,(2) Florida State,20,ESPN,Rose Bowl (Pasadena CA)
862,20,Jan 1 2015,12:00 PM,Thu,(17) Wisconsin,34,,(19) Auburn,31,ESPN 2,Outback Bowl (Tampa FL)
863,20,Jan 2 2015,12:00 PM,Fri,Houston,35,,Pittsburgh,34,ESPN,Armed Forces Bowl (Fort Worth TX)
864,20,Jan 2 2015,10:15 PM,Fri,Oklahoma State,30,,Washington,22,ESPN,TicketCity Cactus Bowl (Tempe AZ)
865,20,Jan 2 2015,3:20 PM,Fri,Tennessee,45,,Iowa,28,ESPN,TaxSlayer Bowl (Jacksonville FL)
866,20,Jan 2 2015,6:45 PM,Fri,(14) UCLA,40,,(11) Kansas State,35,ESPN,Alamo Bowl (San Antonio TX)
867,20,Jan 3 2015,12:00 PM,Sat,Florida,28,,East Carolina,20,ESPN,Birmingham Bowl (Birmingham AL)
868,20,Jan 4 2015,9:00 PM,Sun,Toledo,63,,Arkansas State,44,ESPN,GoDaddy Bowl (Mobile AL)
869,21,Jan 12 2015,8:30 PM,Mon,(5) Ohio State,42,,(3) Oregon,20,ESPN,College Football Championship (Arlington TX)
870,21,Jan 12 2015,8:30 PM,Mon,(5) Ohio State,42,,(3) Oregon,20,,AT&T Stadium - Arlington Texas
